title,Affected country,type,link,description
Rwanda: Floods - Apr 2024,Rwanda,Flood,https://reliefweb.int/disaster/fl-2024-000064-rwa,"In Rwanda, heavy rains and floods killed 14 people in Nyanza District, injured 27 in Burera District and damaged roads, bridges and 123 houses since 28 April and as of 2 May. Several hectares of rice and banana plantation in Ruhango District have been damaged, according to local authorities. Heavy rainfall, ranging between 40-50 mm, with thunderstorms is predicted to affect 17 districts across Northern, Western and Southern provinces between 30 April and 4 May, according to the Rwanda Meteorology Agency. Burera, Nyanza, Gakenke, and Ngororero districts received the highest amount of rainfall ranging from 84 to 105.2 mm between 30 April and 2 May. Impact such as severe widespread flooding to rivers, swamps and low-lying areas, landslides and damage to infrastructure are likely. (OCHA,  3 May 2024)"
Kyrgyzstan: Floods and Landslides - Apr 2024,Kyrgyzstan,Flood,https://reliefweb.int/disaster/fl-2024-000053-kgz,"Since 20 April, heavy rainfall has been affecting the regions of Osh, Jalal-Abad and Talas (southern and eastern Kyrgyzstan) triggering several landslides, causing floods and resulting in casualties and damage. According to media, one person died on 20 April due to a landslide, while hundreds have been evacuated following floods in the Osh Region. Other mudslides occurred in the Jalal-Abad Region and resulted in 300 evacuated families. In addition, several roads have been closed due to both events.  (ECHO, 24 Apr 2024)"
Somalia: Floods - Apr 2024,Somalia,Flash Flood,https://reliefweb.int/disaster/fl-2024-000055-som,"The Gu (April to June) rains intensified with flash floods reported since 19 April. Four people, three boys in Somaliland and a six-year-old girl in Hirshabelle State were reportedly killed; about 100 shelters for displaced people destroyed and at least 134 families (804 people) affected or displaced across Somalia. (OCHA, 22 Apr 2024)"
Yemen: Floods - Apr 2024,Yemen,Flood,https://reliefweb.int/disaster/fl-2024-000059-yem,"Rain started on 16th April 2024 and continued, which caused flooding during the week of 20th April 2024. Hadramawt Governorate experienced significant repercussions due to intense rainfall and ensuing floods. Particularly, the IDP camps situated within the Governorate were severely affected. The Executive Unit for IDPs, operating through emergency operations rooms established in the impacted governorates due, has confirmed that 1,335 IDP households residing in the Maryamah, Madouda, Hosh Al-Adros, and Northern Gharran camps (located in Sayun, Mukalla, and Al Abr Districts) have encountered adverse consequences. These households have faced complete or partial damage of their shelters, NFIs, and food supplies. Urgent intervention is imperative to provide emergency shelters, NFI kits, and food kits to these 1,335 IDP households. (IFRC, 7 May 2024)"
Bosnia and Herzegovina: Measles Outbreak - Apr 2024,Bosnia and Herzegovina,Epidemic,https://reliefweb.int/disaster/ep-2024-000050-bih,"The outbreak of measles in Bosnia and Herzegovina (BiH) began at the beginning of 2024. Initially, in January and February 2024, the highest number of cases were recorded in Bijeljina, Banja Luka, and the Tuzla Canton, specifically in the cities of Tuzla and Živinice. Subsequently, the number increased in the Sarajevo Canton, especially in mid March, where it is still on the rise. According to official data from the Institute of Public Health of the Federation of BiH, in the last three months, from January to April 2024, a total of 1,749 cases of measles have been reported."
Kenya: Floods - Apr 2024,Kenya,Flash Flood,https://reliefweb.int/disaster/fl-2024-000045-ken,"The last week of March marked the start of the long rains season (March to May) characterized by isolated heavy storms that caused heavy rainfall and flash floods in several parts of the country. At least 13 people  died, nearly 3,000 households displaced, over 339 livestock killed, and unknown acres of croplands lost due to flooding in the country, according to initial reports. Areas of particular concern include Marsabit, Turkana, Tana River, Garissa, Kirinyaga, Muranga, Kiambu, Meru, Kisumu, Nairobi and Kitui counties. Humanitarian partners moved emergency shelter and non-food items to regions at risk of flooding while working with authorities to assess the needs alongside scaling up response to affected communities. Authorities issued advisories on the continuation of heavy rainfall in most parts of the country from 9 – 15 April. (OCHA, 11 Apr 2024)"
Tanzania: Floods - Apr 2024,Tanzania,Flood,https://reliefweb.int/disaster/fl-2024-000058-tza,"Heavy rainfall continues to affect most of Tanzania (in particular Dodoma and Dar es Salaam city areas) since early April, causing floods, flash floods and triggering landslides that have resulted in casualties and widespread damage. Media report, as of 26 April, 155 fatalities, 236 injured people, more than 200,000 affected people and approximately 10,000 damaged and destroyed buildings (included many schools) across the country. In addition, several roads and bridges have been damaged. Over the next 24 hours, more heavy rainfall with locally very heavy rainfall is still forecasted over most of the country. (ECHO, 26 Apr 2024)"
Zimbabwe: Drought - Apr 2024,Zimbabwe,Drought,https://reliefweb.int/disaster/dr-2024-000066-zwe,"Following the severe impacts of the El Nino induced drought which affected more than 80% of the country resulting in significantly below-normal harvest, the country declared the 2023-2024 agriculture season a state of national disaster at the beginning of April 2024. The government appealed to humanitarian partners for resource mobilization to alleviate the possible impacts of the drought. (WFP, 19 Apr 2024)"
Kazakhstan: Floods - Mar 2024,Kazakhstan,Flood,https://reliefweb.int/disaster/fl-2024-000039-kaz,"More than 13,000 people have been evacuated and more than 1,500 private houses have been flooded. There are 6,461 people in temporary accommodation centres, including 2,570 children. 53 settlements remain without transport communication. The floods are not yet past their peak and are expected to intensify and occur in several more regions. […] (IFRC, 1 Apr 2024)"
Tropical Cyclone Gamane - Mar 2024,Madagascar,Tropical Cyclone,https://reliefweb.int/disaster/tc-2024-000042-mdg,"Tropical Cyclone (TC) Gamane made a landfall in Ampisikinana Commune, Sava Region and has brought heavy rains and floods, leaving 6 people dead, one missing, more than 2,560 displaced and more than 600 homes flooded or damaged in Sava, Analanjirofo and Diana regions, in the north and north-east, on 27 March, according to the National Office for Risk and Disaster Management (BNGRC) and Météo Madagascar. (OCHA, 28 Mar 2024)"
Uruguay: Floods - Mar 2024,Uruguay,Flood,https://reliefweb.int/disaster/fl-2024-000048-ury,"Between March 16 and 22, Uruguay experienced a series of adverse weather events that generated serious situations in different regions of the country with consequences such as floods, falling trees, road closures, displacement of people who evacuated their homes. More than 100,000 individuals are estimated to have been impacted by the floods, with over 6,000 people displaced from their homes across various departments nationwide, primarily in Florida, San José, and Canelones. Evacuations have occurred in shelters and with friends and family, leading to an undercount due to unregistered self-evacuations. (IFRC, 4 Apr 2024)"
